,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.07299741807190552,0.001819553328389692,0.001800614226563528,0.0046930023595912725,0.0009627940699321686,0.001072849977784061,0.009949452062302442,0.0024453652978386293,0.001774680975875826,0.004290524975702219,0.01698324136904963,0.008880889685398501,0.0014850607516076297,0.0010176117226054046,0.0008620677636851922,0.0005912843756046041,0.0005814835978633778,0.0007987931558602407,0.1414560284057938,0.6799022864446127,0.008394509484346033,0.014791177855772728,0.003383459214493556,0.005016439381071782,0.0085686929646384,0.0030464482039679686,0.0024342702777431354
Thick_A,0.13320227391135986,0.004668495773903422,0.006784899025743911,0.018957255112252942,0.003014301433443377,0.002725540711293303,0.06283028057449005,0.009297322729506619,0.009348253588860597,0.01372650224902082,0.009557661087387448,0.014717732851358736,0.003577291789276945,0.0026652174277834737,0.00419728293919566,0.001905128988403073,0.0022144944123456585,0.003363814038322873,0.3359580916109711,0.11333660386243594,0.03668509355621598,0.12151372915370559,0.009924301185991883,0.010932384445052835,0.05170296913748952,0.007580747256655365,0.005612331147532961
EC_B,0.06608173640288,0.02616422730651823,0.016686169792208636,0.05708494749101908,0.02104069240973897,0.019667818121569446,0.09178931645764977,0.03743842510631249,0.042299142741280285,0.02950418619772565,0.026439364788635795,0.026907646676224018,0.013542475764838266,0.01338703126611819,0.021972105414412753,0.012503677112938347,0.011290895609973612,0.017029262418793385,0.13383086854797827,0.05420348926696979,0.04173983122679061,0.068915023227239,0.024192925353913004,0.025543661632130493,0.04681805729654928,0.028931483608338866,0.024995538761253818
Thick_B,0.056791496944038955,0.011331368716288471,0.011146155670698538,0.2368525410000212,0.011785412078269794,0.013725093904908447,0.08464168753455525,0.030073294516273063,0.08033756797414135,0.018603027742545082,0.016406907000720564,0.018684141626948775,0.007085021511255801,0.010119972106962971,0.03675128635706741,0.009200938178895094,0.012084443164370861,0.03596868784224818,0.0636766936442153,0.028081987840829215,0.01017857480705295,0.047304075681088374,0.00933946738351112,0.00953033022539101,0.10098315673524978,0.016420506426544954,0.01289616338590755
EC_C,0.006462325544709141,0.00036312979635556007,0.00020115838951902733,0.041851876717581504,0.0006089652202686587,0.0006946114649166191,0.8782997475519594,0.005382793364259339,0.019608260118923755,0.00026201881864219097,0.00022593828675271342,0.00019765365056431222,0.0001160314996553051,0.0001382324151191721,0.00023192830979849505,0.00018043190773738279,0.00023838677038464116,0.0008976350962296619,0.00226142381555328,0.0010640875345273213,0.000506404640565516,0.018321527017966993,0.00039304018091510797,0.0004083506584890236,0.01928484076950195,0.0011168543546287819,0.0006823461044750331
