,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.0523266581117782,0.004059002997565288,0.002945047399164145,0.005108888121536639,0.003856458967337939,0.002731383861458983,0.010106714990206333,0.0067340832425145155,0.005818536269029898,0.00933490174083593,0.00878379928744863,0.0058980407465484075,0.002876602076876937,0.002618283733329932,0.002997329321724478,0.0029492000331654985,0.0030583999894343017,0.0027496249223984133,0.5548833433224565,0.24640200677256313,0.015208560321995444,0.026139682661164454,0.006606395483114373,0.004286359402913037,0.004137063259351023,0.003951215185746947,0.0034324177783405657
Thick_A,0.07522308045727932,0.018630363206103853,0.016913041422131243,0.08183014491804108,0.02157586779615575,0.016318010983433884,0.047805739736852926,0.02770577967976782,0.022420099921506197,0.028992565416385573,0.026319449256099643,0.020016762413699866,0.015703171332625603,0.015300226094612717,0.015280599653381877,0.014515679055381555,0.014442247054475322,0.015423913742754392,0.1612791497806089,0.10164452346499919,0.04349641448359067,0.06602278780835272,0.03573213382184046,0.023207613794624944,0.02836783708938235,0.024689777180486212,0.02114302043542592
EC_B,0.023448542573587305,0.010604172364620319,0.009880584182456974,0.02426308779243691,0.012663354409547245,0.010466813096496603,0.06653108515594434,0.05109048417548188,0.04482083454801551,0.02444323330234078,0.015520565047805357,0.013194639556996391,0.010487746723400342,0.00954734865989922,0.01022281393713416,0.010308182930843075,0.010702707035450839,0.011542835839888957,0.07889842089574117,0.06400019756616607,0.022442714543121346,0.07864523494421752,0.028621921382639325,0.020659495057064,0.2549896669390257,0.055959365654349905,0.026043951685328796
Thick_B,0.03626710016690164,0.023963603292699105,0.025406064984432923,0.05719567422670091,0.027642632748773304,0.025241479317386704,0.13698270826762513,0.05003925058638268,0.04756796895169348,0.030317734376551757,0.030004891383032656,0.027490852208442218,0.02365815348368635,0.023604467276689956,0.025637003264875013,0.02365132936524592,0.02369343989594034,0.02450083770584175,0.04565437996008147,0.03808204942814912,0.02563258946010329,0.04046565701461111,0.03231111409927277,0.027173276954304437,0.055039892181196606,0.039396524247598166,0.03337932515178125
EC_C,0.0017958472432835896,0.001159429513033229,0.001257071627050647,0.008070363989853183,0.0014585502694249646,0.0011501171678798719,0.8097009579559614,0.018374484058748856,0.015916770782132113,0.002638456887717797,0.001739686558438398,0.0014592729073576562,0.0010042831933885948,0.0009754352824173078,0.0011085408977744072,0.0010575862751339496,0.0012368524848925088,0.001692774386457363,0.012189432481534535,0.005737779307806107,0.002299784809657714,0.029425248019345325,0.0039710490185269585,0.0022828651072949006,0.05122776894000103,0.014896232865160262,0.006173357969727492
