,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.054335088099767226,0.004351678903457365,0.0027460128958412032,0.006240815191012103,0.0028544608205022075,0.00298060332611324,0.010053711801565227,0.0074478894532778355,0.00585679117898754,0.010129489185338578,0.007532627472417059,0.005723181087333011,0.003034016425740514,0.002544580676737949,0.0026257832293023597,0.0032977288712166992,0.002900930701889467,0.003174762820444181,0.5603017903002103,0.2395189690645732,0.01566891800786514,0.022724896463282594,0.008129897807400293,0.00467425933262518,0.004450510858932989,0.003387247928361664,0.0033133580958047667
Thick_A,0.07769537536662392,0.01938245612926289,0.016791017865553613,0.08180902108410643,0.020903799260451168,0.01736054994274639,0.04491411644355826,0.02911754454319847,0.02432833655071661,0.031117751094584693,0.02369194632862861,0.019866537237155313,0.01622724660408507,0.01514661964163332,0.015284966981614762,0.015393529874447153,0.014614697180686295,0.01574190308902092,0.17244537031382506,0.0893424067266706,0.040915942951846015,0.06851162597449956,0.029625265912501808,0.023335910180218668,0.032631586600604764,0.022614896822817483,0.0211895792989421
EC_B,0.021368438097505067,0.010687233704574061,0.01062764568468741,0.025001994004369393,0.012772459067915996,0.010516881246125948,0.06380273126545892,0.05020496499241665,0.04804491803516313,0.022759843553095595,0.01673051132225431,0.012962508476609189,0.010234026252641136,0.00914797520768556,0.01035212106344841,0.01043134654852829,0.010250181076576667,0.011974379870660879,0.08238959074663484,0.060111270913102824,0.022213389837860066,0.07708960080568947,0.03418740284471846,0.0214008642885723,0.2586113379250876,0.050889278041109175,0.025237105127508635
Thick_B,0.03374840276611693,0.023960017616560105,0.023743382574760555,0.06159009989634925,0.027259766136358287,0.02417220873900015,0.13956454468204196,0.05148669503914834,0.053082545719450126,0.02844991151572863,0.02700093519145058,0.02708237286012386,0.022858472471326705,0.022008363126636253,0.025209033642449485,0.022874974151959715,0.023293330458621024,0.025893714502153116,0.049157898662082776,0.03918539901205538,0.026381739296376445,0.03895271024328624,0.03056749111784307,0.026829461750585835,0.05418369952585504,0.04049887541663985,0.030963953885040352
EC_C,0.0016260234960913307,0.0011998916394427767,0.0012176477504881513,0.007741686290107916,0.001330022273524269,0.0011644138426490005,0.8074434768657941,0.018609425045468274,0.016369463612941077,0.0025947950016012985,0.0018503027539422806,0.0015642632746132525,0.0009849425554835306,0.0009110603709942443,0.0010358559310998778,0.0009924169733068796,0.0012893748846567513,0.0017478726973999374,0.011564303773203766,0.006009720474174124,0.0024808004526241647,0.032042041259163705,0.004215562971829534,0.002334302523851026,0.04948358763820364,0.01652040869261832,0.005676336954726681
