,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.05856488405632078,0.003677462278189836,0.002963328165673901,0.005836306723359029,0.004156430393118411,0.0028723390229757235,0.010783187436951277,0.007145736161279838,0.005844792240806883,0.009821643591584875,0.009148489450029391,0.005950155249596646,0.0028892324256785196,0.002857939986569913,0.002849114635666985,0.002599734965084701,0.0030184288563356353,0.0030216761848703712,0.5258739048695353,0.2731858676306165,0.014149027401868944,0.01948798520989633,0.007539542059774806,0.0045959357488011944,0.004303192577462899,0.003518149193815029,0.003345513484136236
Thick_A,0.07756012407791842,0.018604349323236433,0.0164987935679883,0.08255735027888937,0.021939844684792584,0.01568124296148494,0.046929201518872254,0.03146182802010234,0.022433540716775797,0.034238551770503875,0.02341807175227118,0.018677846577663006,0.01619118518724117,0.01440428090633104,0.015320167309796757,0.015603142851710366,0.015763263880095087,0.015352308120598426,0.16850571280023668,0.09058790313948531,0.045097113883393485,0.06645884130186507,0.031281937919889605,0.021897893234723485,0.028773007263227235,0.024359803752703198,0.020402693198204515
EC_B,0.022878746724157392,0.010031829709219713,0.010758676418672623,0.022671009375258303,0.012940809633775904,0.009705657149696607,0.06789603643895178,0.04858731828799959,0.04643329144799006,0.023328194497234122,0.017597743339357468,0.01348388886077052,0.010169626765366716,0.009464914714783137,0.010294581047627994,0.010578521128662345,0.009814204684950686,0.012084887324115449,0.07908165353874996,0.05924968408123997,0.024213055420615495,0.07996404812580084,0.033850168243566126,0.02075202328123236,0.25782028458082173,0.048285808075343925,0.028063337104039222
Thick_B,0.0342706049761498,0.023282994986792687,0.025086923384749982,0.05657238682625214,0.027951034806979202,0.023133369011059772,0.13937182035505236,0.05136131832472761,0.050252303783468254,0.031235989829724236,0.028706289611823456,0.026221749587345543,0.023485165606454972,0.023936745833043133,0.023918613626041762,0.023336459738995056,0.024784015348475845,0.02489693440851727,0.048802510405546985,0.03636084141562812,0.02916009791412267,0.04371655522766036,0.031041694607113958,0.02770383034326333,0.05178766958032131,0.03976069446321713,0.02986138599747302
EC_C,0.001791590759122791,0.001194125261191684,0.0011580880869849796,0.008903613539326864,0.0014219042209020552,0.00107352721281534,0.8081160633640311,0.019173874282423065,0.01587045827473228,0.0028286726456220016,0.0017522099262999452,0.001431628408344461,0.0009744806811668501,0.000914354411700427,0.0010774108330617923,0.001046652373139569,0.001214717711034844,0.0016886426996374892,0.011304707796034943,0.006520564374385267,0.0023361159721204693,0.027657359347253118,0.003964101137070345,0.002537409281579355,0.053762805429441896,0.014121322557519156,0.006163599413057976
