,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.056614370467121866,0.004074662039678707,0.002940324019163424,0.006416990033254896,0.002741043488687708,0.0028476284752173295,0.010762545653833241,0.007244150731470861,0.005612589122546523,0.009811439779251589,0.007655665386406198,0.00569464248095719,0.0029268731525015326,0.0027453391700696297,0.0029732574688127737,0.0029995567795690994,0.0030830145279673545,0.002829996903992648,0.5866846677268593,0.21237014869980614,0.014758149783173056,0.02319777012973099,0.006765317003757267,0.004405645820916226,0.004639334193385118,0.003698849069423521,0.0035060278924457845
Thick_A,0.07548919110298957,0.019570568079362263,0.016274695088346273,0.08016470366520312,0.021675191418991553,0.016331316104047717,0.052081727020782176,0.0253700851304559,0.023130558888099888,0.029729366058038897,0.023809878718371424,0.01956363726455434,0.016420826178385743,0.015109160259249391,0.015742230281428803,0.016539870972462036,0.015676032969539302,0.015315553038808249,0.17900359212980924,0.08348617171860975,0.043641895193648673,0.06913838412034061,0.030815011805673774,0.023680650069554526,0.02810079108375625,0.02467734953050041,0.019461562108990103
EC_B,0.022247301608164766,0.010393350059947902,0.010311853862218391,0.023817740382086353,0.013458905357656365,0.01118681272767695,0.06518083326875705,0.04877707265497143,0.047930550725150574,0.022330556441687993,0.016517443770728158,0.013562342210292668,0.010981768441520493,0.010153193809683367,0.010142714395157812,0.009973018646479207,0.010256966195537304,0.011272299134513908,0.08156975384876253,0.06194841062747299,0.022720396150173586,0.07755691504335613,0.03096479950322677,0.019968623811001278,0.2565437009372079,0.054802184961253594,0.025430491425314526
Thick_B,0.031020769207566162,0.02447217529749031,0.024125678648343123,0.06085527830022203,0.031131927333290964,0.023836246667686432,0.13799048541265752,0.053800124582226806,0.04692763568631184,0.030470762129750962,0.028941900730731024,0.02931554451867314,0.023008136133427764,0.022123968281276402,0.024380884930624472,0.02298162398190514,0.0233130844789148,0.026248326205604057,0.04678497382233575,0.037217101876628536,0.028531403497083184,0.04417790760229714,0.029117755096890914,0.026068246947489028,0.05596990664523416,0.036445908276304485,0.030742243709033855
EC_C,0.0016781362645852563,0.001086779086760951,0.0011864770689845737,0.008696774272250917,0.0013864923777002305,0.0010984819255063403,0.8095543852986818,0.018266413442073477,0.016246494550632616,0.002651272192218948,0.001889719373178263,0.001511753990332301,0.0009933602591881766,0.0009043498174983961,0.0010681390592186442,0.0010434411289208037,0.0012464826479044885,0.0017244067070177165,0.011408215944126446,0.005690101712287633,0.0027370104970290015,0.025696008604573783,0.0037831612629410346,0.0023245630648647798,0.05554655237545416,0.014644852761466709,0.005936174314602447
