,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.05482400247410689,0.004011625861946735,0.002967149387321271,0.006194317442809322,0.0030968921094214398,0.002686943240260379,0.010742419449633606,0.0065115536735390125,0.005574895772649513,0.009711542214024423,0.008355835274372572,0.005668336934334499,0.0029953839091136645,0.0028062331654855046,0.0029210292821351402,0.0029857043410925254,0.002815288039200711,0.0031032582360363144,0.5509023354478491,0.24952309351448504,0.01484966518162804,0.02396521070716199,0.007483060908805001,0.004293527580838177,0.004479191389480182,0.00314794631763102,0.00338355814463792
Thick_A,0.07201870428642868,0.01769463007444572,0.016458083230569888,0.08401660682037257,0.02013672357442666,0.015697077242245658,0.049281048459322484,0.026999598124578444,0.024497317106157834,0.029736866749574414,0.02383823742847232,0.020873316176080136,0.015618314392489424,0.015990022091321228,0.015933195261920646,0.015238933280824355,0.016404958367651684,0.015400008223928664,0.1764493271201618,0.08361997238747994,0.04489774213738053,0.07078628222540422,0.03234230113976787,0.02088466608682249,0.0314078934704284,0.022799577224487194,0.0209785973172568
EC_B,0.023215383639807557,0.01071115732115249,0.01065013208053389,0.02413568376165076,0.013079572394461881,0.010789754101249861,0.0662918155903431,0.04745780159313952,0.047343649173067257,0.02772090876559296,0.016356865935056163,0.013423592598907973,0.010270027387763501,0.010023796264508,0.010536675466743587,0.010111219409114545,0.010002878585035044,0.012032591189085132,0.08483333325446134,0.054867335282583286,0.022196033028738845,0.0764101609666303,0.030410470330763634,0.021221057116471688,0.252855669101329,0.05130483912372978,0.03174759653807888
Thick_B,0.03410748816392008,0.024910124553163937,0.024845918271605247,0.06040651272862986,0.028458187865816453,0.024639393928174,0.13726269003450198,0.054857926904037846,0.045159658499611254,0.028666666372123915,0.028309075591588156,0.025640406629125444,0.02296815388507673,0.023453585303822598,0.024263983929273973,0.024037822582091566,0.023788651423864184,0.02684475626616527,0.04827636737293058,0.038345350628104194,0.02660464803412782,0.04069020913707655,0.03184698895675368,0.028263667335681253,0.0525357925910621,0.037105480210130534,0.03371049280154078
EC_C,0.0015468385160819745,0.001234996478889009,0.0011528777452795918,0.008928853156964765,0.001348465080516655,0.00112590361473528,0.8089195755814081,0.01837881686264663,0.01642072368854189,0.002680475666397501,0.0018792844695344653,0.0014583978983260155,0.0009801367342581386,0.0009748745518813069,0.0011079765769040908,0.001041783710880284,0.0012811396420438197,0.0017136361390140535,0.011437219239382523,0.006194371118133044,0.0025696326551140586,0.027345185652540654,0.004110684100204843,0.0023731654671611197,0.05363244191816967,0.014098930927546133,0.006063612807444331
